Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
6067,No,Air Miles,Letter,Medium,1,Yes,Medium,2,2,3,No,973.5,1902,1406,508,78
6068,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,936,1683,899,843,319
6069,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,1015.25,64,1382,2013,602
6070,No,Air Miles,Postcard,High,2,No,Low,3,1,3,Yes,1199.25,94,1671,1759,1273
6071,No,Points,Postcard,Low,1,Yes,Medium,2,1,3,Yes,1309.5,654,1358,1244,1982
6072,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,988.5,1696,1317,523,418
6073,No,Cash Back,Postcard,Medium,1,No,High,2,2,3,Yes,1140.75,1471,1106,1256,730
6074,No,Air Miles,Letter,Low,1,No,Medium,1,1,2,Yes,182.5,245,68,327,90
6075,No,Points,Postcard,High,1,No,Medium,2,1,2,Yes,856.75,86,1081,1377,883
6076,No,Air Miles,Letter,Medium,1,No,High,1,2,4,Yes,1197,885,1152,1749,1002
6077,No,Air Miles,Letter,Low,2,No,Medium,2,2,3,Yes,938,396,1013,891,1452
6078,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,752.75,905,861,508,737
6079,No,Air Miles,Letter,Low,1,Yes,High,2,1,4,Yes,1058.25,1847,1491,745,150
6080,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,4,Yes,786,786,865,676,817
6081,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1208.75,1833,1770,1012,220
6082,No,Points,Postcard,High,1,No,Low,3,1,4,Yes,1277.25,818,1445,2104,742
6083,No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,1375,2065,1451,1334,650
6084,No,Air Miles,Postcard,Low,1,No,Low,1,1,2,Yes,781.25,712,815,771,827
6085,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,1233.5,1499,1791,1140,504
6086,No,Points,Postcard,High,1,No,Medium,2,2,4,No,248.25,23,499,240,231
6087,No,Points,Letter,Medium,1,No,High,2,2,4,No,1379.75,888,1045,1882,1704
6088,No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,Yes,1023,1142,790,1126,1034
6089,No,Cash Back,Postcard,Low,1,No,Low,1,1,4,No,1349,2178,1666,1034,518
6090,No,Air Miles,Postcard,Medium,1,No,High,3,2,2,Yes,669,662,603,613,798
6091,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,No,1240.5,2019,1387,1385,171
6092,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,733.5,823,779,738,594
6093,No,Cash Back,Letter,Medium,1,No,Medium,3,1,4,Yes,1000,1942,1237,667,154
6094,No,Cash Back,Postcard,Medium,1,Yes,Low,2,2,5,Yes,945.25,1553,1353,784,91
6095,No,Cash Back,Postcard,Medium,1,No,High,3,1,5,No,1044,904,1224,1043,1005
6096,No,Points,Postcard,High,1,No,High,1,1,2,No,674.75,591,652,916,540
6097,No,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,1033.5,238,1133,842,1921
6098,No,Points,Letter,High,3,No,Medium,2,1,4,No,1004.75,1582,1308,727,402
6099,No,Air Miles,Postcard,High,1,No,Low,3,2,5,Yes,937.5,1711,1164,563,312
6100,No,Air Miles,Letter,High,1,No,High,2,2,4,No,1080.5,1981,1011,921,409
6101,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,962.5,164,1209,1903,574
6102,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,1185.25,1602,1068,1057,1014
6103,No,Points,Postcard,Medium,1,No,High,1,1,5,Yes,594,70,567,863,876
6104,No,Cash Back,Postcard,Low,1,Yes,High,2,2,5,Yes,193.5,181,294,293,6
6105,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,955.25,1767,1277,628,149
6106,No,Cash Back,Letter,Low,1,No,Medium,1,1,3,Yes,1394,597,1700,2057,1222
6107,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,2,Yes,1040.25,370,1085,1190,1516
6108,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,1002.25,1812,1418,624,155
6109,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,3,No,1183.75,716,978,1715,1326
6110,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1056.25,2177,932,442,674
6111,No,Points,Postcard,Low,2,No,High,2,1,4,No,1066.75,1878,1155,855,379
6112,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,1267.25,701,1550,1770,1048
6113,Yes,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,1152,472,1462,1357,1317
6114,No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,1007.75,1893,1068,620,450
6115,No,Cash Back,Postcard,Medium,1,Yes,High,3,1,4,Yes,936.75,1726,1177,594,250
6116,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,930.5,1715,1152,836,19
6117,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,Yes,677.25,650,721,641,697
6118,No,Cash Back,Postcard,High,1,No,High,1,1,4,Yes,810,941,682,756,861
6119,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,2,Yes,1005,1755,1243,690,332
6120,No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,Yes,1016.5,75,858,1802,1331
6121,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,5,No,1113.75,2179,1301,456,519
6122,Yes,Points,Postcard,Medium,1,No,Low,3,2,2,Yes,1239,382,1233,1445,1896
6123,No,Points,Letter,Medium,1,No,Low,3,1,3,Yes,1050.25,379,1436,1494,892
6124,No,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,885.25,177,986,1624,754
6125,No,Cash Back,Postcard,High,2,No,Medium,4,1,4,No,1333,1494,1679,877,1282
6126,No,Air Miles,Letter,Medium,1,No,Low,3,2,5,No,1222.25,2185,1718,404,582
6127,No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,1019,426,782,1251,1617
6128,No,Points,Letter,High,1,No,High,3,1,5,Yes,1111,557,1484,1479,924
6129,No,Cash Back,Postcard,High,1,No,Low,1,1,4,No,680,907,751,517,545
6130,No,Air Miles,Letter,Medium,1,Yes,High,3,1,4,Yes,1042,1925,1030,809,404
6131,No,Points,Letter,Low,1,No,High,2,1,3,Yes,1163.5,399,1143,1576,1536
6132,No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,731.25,532,999,780,614
6133,Yes,Cash Back,Postcard,Low,2,No,Medium,3,1,3,Yes,1038,106,1071,2000,975
6134,No,Air Miles,Letter,High,2,No,High,2,2,4,Yes,877.5,1753,1018,676,63
6135,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,803.75,19,938,1333,925
6136,No,Cash Back,Postcard,Medium,2,Yes,High,3,1,4,No,1122,660,1065,1805,958
6137,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,225.5,11,474,245,172
6138,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,6,Yes,1408.25,2193,1418,1137,885
6139,No,Cash Back,Letter,High,2,No,Medium,1,1,5,No,691.5,747,701,756,562
6140,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,974,1551,817,767,761
6141,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1315.25,973,1284,1571,1433
6142,No,Air Miles,Postcard,High,1,No,Low,2,3,4,No,1040,126,1529,2070,435
6143,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,1182.75,523,998,2186,1024
6144,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1148.5,466,1110,2022,996
6145,No,Points,Postcard,High,2,No,Medium,3,3,2,Yes,966,1685,855,840,484
6146,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,159.25,193,355,75,14
6147,No,Points,Letter,Medium,1,Yes,Medium,2,1,2,Yes,233.75,304,114,24,493
6148,No,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,1160.75,2129,1416,976,122
6149,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,1014.75,1773,1024,961,301
6150,No,Points,Letter,Low,1,No,High,2,1,4,Yes,1379.75,2044,1361,1070,1044
6151,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,711.25,696,812,678,659
6152,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1455.5,1360,1300,2108,1054
6153,No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,1446.25,935,1731,1834,1285
6154,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,Yes,1084.75,1721,1328,984,306
6155,No,Cash Back,Letter,High,1,No,High,2,1,3,No,163.5,337,31,218,68
6156,No,Cash Back,Postcard,Low,1,No,Low,3,1,2,No,214.25,382,151,220,104
6157,No,Cash Back,Letter,Low,1,No,Low,1,1,4,Yes,1196.25,269,960,1593,1963
6158,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1003.25,1540,1164,787,522
6159,No,Cash Back,Letter,Low,3,No,Medium,2,1,4,Yes,648.75,627,514,717,737
6160,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,6,No,715.75,894,581,783,605
6161,No,Points,Postcard,High,2,No,Low,2,1,5,No,1275.25,2068,1700,1066,267
6162,No,Cash Back,Postcard,Low,2,Yes,High,2,1,4,Yes,818.25,139,710,1022,1402
6163,No,Air Miles,Letter,Low,1,No,High,1,1,2,Yes,225,121,85,465,229
6164,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,No,711.5,755,758,601,732
6165,No,Air Miles,Letter,High,1,Yes,High,3,3,4,No,1251.5,675,1258,904,2169
6166,No,Points,Letter,High,1,No,Medium,2,1,6,No,961.75,231,589,918,2109
6167,No,Cash Back,Letter,High,1,No,High,1,2,4,Yes,1169.75,465,1227,977,2010
6168,No,Air Miles,Letter,Low,2,Yes,High,2,1,5,Yes,315.75,386,456,227,194
6169,No,Air Miles,Postcard,Medium,2,No,High,1,2,5,Yes,1203.25,486,764,1943,1620
6170,No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1277,545,1398,1233,1932
6171,No,Points,Postcard,Medium,3,No,Medium,1,1,4,Yes,754.25,654,636,867,860
6172,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,Yes,833,956,768,852,756
6173,No,Air Miles,Postcard,Medium,2,No,High,2,1,4,Yes,1092.25,1763,805,934,867
6174,No,Points,Letter,Medium,1,No,Low,1,1,2,Yes,692,501,739,996,532
6175,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1071.5,252,837,1487,1710
6176,No,Cash Back,Postcard,High,1,Yes,Low,2,1,3,Yes,1057,602,766,1630,1230
6177,No,Air Miles,Postcard,Medium,2,No,High,1,1,4,Yes,898.75,1842,1223,523,7
6178,No,Air Miles,Letter,High,1,No,Low,1,1,1,No,1123,618,471,1751,1652
6179,No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,666,620,782,547,715
6180,No,Cash Back,Postcard,Low,2,No,Medium,2,1,3,Yes,1175.25,131,1246,1376,1948
6181,No,Cash Back,Postcard,Medium,1,No,Low,2,3,3,Yes,783,860,891,853,528
6182,No,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1089,1733,1485,680,458
6183,No,Cash Back,Postcard,High,1,No,Medium,1,1,3,Yes,750.5,790,737,660,815
6184,Yes,Cash Back,Postcard,Medium,2,No,Low,1,2,3,No,1288.25,1462,441,1836,1414
6185,Yes,Points,Postcard,Low,1,Yes,Low,1,1,1,No,1296.5,551,1803,1868,964
6186,No,Air Miles,Letter,Medium,1,No,Medium,2,2,6,Yes,1058.75,508,708,1205,1814
6187,No,Cash Back,Letter,Medium,1,No,Low,1,1,5,Yes,326,311,252,379,362
6188,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,897.25,803,657,1597,532
6189,No,Points,Letter,Low,2,Yes,Medium,2,1,4,Yes,1071,1969,1217,672,426
6190,No,Points,Letter,High,1,No,High,2,1,4,Yes,769.75,659,696,960,764
6191,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,5,No,1117,1504,1169,1330,465
6192,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,228.75,33,497,160,225
6193,No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,1296.5,858,930,1231,2167
6194,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,1092,823,738,1444,1363
6195,No,Points,Letter,Medium,1,No,High,1,1,3,Yes,238.5,159,373,401,21
6196,No,Points,Letter,Medium,1,No,Medium,2,1,5,No,1041,1380,501,1473,810
6197,No,Air Miles,Letter,Low,1,Yes,Low,3,1,4,Yes,689,726,905,603,522
6198,No,Points,Letter,High,1,No,High,3,1,4,Yes,1174.5,1965,1493,921,319
6199,No,Cash Back,Postcard,High,1,No,Low,1,1,6,No,1141,655,1395,1359,1155
6200,No,Points,Letter,High,1,Yes,Low,1,1,3,Yes,689.75,666,667,697,729
6201,No,Points,Postcard,Medium,1,No,Low,3,2,5,Yes,951.75,725,417,1250,1415
6202,No,Cash Back,Letter,High,1,No,Medium,4,1,3,No,219.25,37,442,81,317
6203,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,2,Yes,910.5,1532,1055,948,107
6204,No,Cash Back,Letter,Low,1,No,Low,3,1,3,No,1200.25,407,1516,1869,1009
6205,No,Points,Postcard,High,1,No,High,3,1,4,Yes,815.5,972,641,848,801
6206,No,Air Miles,Postcard,High,1,No,Medium,3,2,5,Yes,1485,1488,1310,1269,1873
6207,No,Points,Letter,Medium,1,No,High,2,1,5,Yes,151.25,58,226,185,136
6208,No,Air Miles,Postcard,Medium,2,No,Low,2,1,3,No,1402.25,1492,1558,863,1696
6209,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,No,1024.25,1809,1269,919,100
6210,No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,Yes,284.25,161,263,291,422
6211,Yes,Cash Back,Postcard,High,2,No,Medium,1,1,3,No,954.5,1741,1194,856,27
6212,No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,654.5,923,531,567,597
6213,No,Air Miles,Postcard,Low,1,No,High,3,1,4,No,778.25,774,820,927,592
6214,No,Air Miles,Letter,High,1,No,Medium,1,1,4,No,218.5,176,219,292,187
6215,No,Points,Letter,High,1,No,Low,1,1,3,Yes,349.25,310,213,498,376
6216,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,4,Yes,1794.5,1651,1921,1803,1803
6217,No,Cash Back,Letter,Medium,1,No,High,1,2,2,Yes,1127,1140,677,1073,1618
6218,No,Cash Back,Letter,Medium,1,No,Medium,2,2,4,Yes,1223.25,1858,1629,630,776
6219,No,Cash Back,Letter,Medium,1,No,High,1,1,2,Yes,1081.75,768,1331,1733,495
6220,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,311.5,286,393,261,306
6221,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,932.75,1859,1058,615,199
6222,No,Points,Letter,Medium,1,Yes,High,2,1,5,Yes,1400.75,925,990,1515,2173
6223,No,Points,Postcard,High,2,No,Medium,2,1,2,Yes,959,1594,1320,796,126
6224,No,Air Miles,Letter,Medium,2,No,Medium,1,1,2,Yes,1243.75,136,1843,1238,1758
6225,No,Points,Postcard,High,1,No,Medium,1,1,5,Yes,1284.5,1523,1706,1191,718
6226,No,Points,Postcard,Medium,2,No,Medium,3,1,3,Yes,845.5,298,701,1145,1238
6227,No,Points,Letter,High,2,No,Low,2,2,3,Yes,1359.75,727,1649,1943,1120
6228,No,Air Miles,Postcard,Medium,1,No,High,3,1,5,No,1195.5,244,450,2253,1835
6229,No,Air Miles,Letter,High,1,No,Medium,3,1,3,No,1208.75,1660,1450,989,736
6230,No,Points,Postcard,Medium,1,No,Low,1,2,4,No,1404.5,713,1776,2050,1079
6231,No,Points,Postcard,High,1,No,High,2,1,6,Yes,929.75,1937,1006,590,186
6232,No,Cash Back,Postcard,High,1,No,High,1,1,4,Yes,837.75,252,614,832,1653
6233,No,Points,Letter,High,1,No,Low,3,1,5,No,292,77,395,257,439
6234,No,Cash Back,Letter,High,1,No,Medium,1,1,5,Yes,1174,442,1805,1716,733
6235,No,Points,Postcard,Low,1,Yes,Medium,2,2,3,Yes,1108.25,733,1065,1289,1346
6236,Yes,Points,Letter,Medium,1,No,Low,2,2,6,No,1130.75,828,1169,1414,1112
6237,No,Points,Letter,High,1,Yes,Medium,1,1,3,Yes,1401,1361,1832,1150,1261
6238,No,Cash Back,Postcard,Low,1,Yes,Medium,1,1,3,No,956.25,1783,1016,548,478
6239,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,Yes,1703.5,1745,1914,1630,1525
6240,No,Points,Postcard,Medium,2,No,Medium,1,1,5,Yes,210.75,301,46,74,422
6241,No,Points,Letter,High,1,Yes,Medium,1,3,5,No,1135.75,1944,1372,842,385
6242,No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,1082,1322,1544,722,740
6243,No,Points,Postcard,Medium,1,No,Low,1,1,2,No,996,923,901,1670,490
6244,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,988.5,273,1712,1398,571
6245,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,2,Yes,1123.5,323,1088,2204,879
6246,No,Cash Back,Postcard,Medium,1,No,Low,2,2,1,Yes,1310.75,907,1198,1922,1216
6247,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1297,575,1022,1727,1864
6248,No,Air Miles,Letter,Low,2,No,Low,1,1,4,Yes,,,,,
6249,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1003.25,853,867,1504,789
6250,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1736.25,1652,1727,1585,1981
6251,No,Air Miles,Letter,Low,1,No,Low,3,1,3,Yes,865.75,1518,1349,560,36
6252,No,Air Miles,Postcard,Low,1,No,High,1,1,5,Yes,949,232,540,1707,1317
6253,No,Cash Back,Postcard,Medium,1,No,Low,1,1,5,Yes,1212.25,462,1540,1982,865
6254,No,Points,Letter,High,1,No,Medium,1,1,5,Yes,1241,1818,1445,1103,598
6255,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,1237.75,1705,861,1366,1019
6256,No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,986.5,1957,1202,611,176
6257,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,359.25,377,370,202,488
6258,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,1088.25,1700,800,1282,571
6259,No,Air Miles,Letter,High,1,Yes,High,1,2,1,Yes,1265.5,2158,1691,806,407
6260,No,Cash Back,Letter,Low,1,No,High,3,1,3,No,958.75,853,651,946,1385
6261,No,Cash Back,Postcard,Medium,1,Yes,Low,2,2,4,No,1264,572,1023,1501,1960
6262,No,Air Miles,Letter,High,1,No,High,2,1,4,No,966.5,1707,1041,960,158
6263,No,Cash Back,Letter,Low,1,No,High,3,1,2,No,1410.25,926,1288,2069,1358
6264,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,1071.75,1811,1455,658,363
6265,No,Air Miles,Letter,Low,1,No,Medium,1,2,4,Yes,1108.25,2113,1257,569,494
6266,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,4,No,281,186,141,419,378
6267,No,Points,Letter,Low,1,No,Medium,3,1,5,No,1302,504,1081,1513,2110
6268,No,Points,Letter,High,1,No,Low,2,1,5,Yes,1104,823,1219,1404,970
6269,No,Cash Back,Letter,Low,1,No,Medium,4,1,2,Yes,1734.25,1769,1687,1773,1708
6270,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,1260,490,1399,1826,1325
6271,No,Points,Postcard,Medium,3,Yes,Medium,3,1,2,Yes,808.5,951,570,713,1000
6272,No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1549.25,1187,1473,2246,1291
6273,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,1191.75,986,1396,1384,1001
6274,No,Cash Back,Letter,Low,2,No,Medium,1,1,5,Yes,926.25,1907,882,673,243
6275,No,Cash Back,Postcard,Low,1,Yes,Medium,1,1,2,Yes,82.5,277,5,38,10
6276,No,Air Miles,Letter,Medium,1,No,High,3,1,3,No,1153,341,1330,1348,1593
6277,No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,1040.75,592,1467,1643,461
6278,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,Yes,865.75,1545,1065,520,333
6279,No,Points,Postcard,Low,1,No,High,2,1,2,Yes,405.75,461,270,418,474
6280,No,Cash Back,Postcard,High,2,No,Low,1,1,5,No,264,24,137,406,489
6281,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1104.25,66,601,2199,1551
6282,No,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,1140.25,1991,1319,983,268
6283,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1123.25,287,1254,1776,1176
6284,No,Points,Letter,Medium,1,Yes,Medium,2,1,3,No,1123,541,971,1090,1890
6285,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,695.5,583,682,977,540
6286,No,Cash Back,Postcard,Low,2,No,High,4,2,4,No,991,1642,1362,612,348
6287,No,Air Miles,Letter,Medium,1,No,Low,1,2,4,No,1047.75,1787,1296,827,281
6288,Yes,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,1309.25,749,1731,1506,1251
6289,No,Points,Postcard,Medium,2,No,Medium,3,1,5,No,169.5,481,141,17,39
6290,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,849.25,38,1179,1465,715
6291,No,Points,Letter,Medium,1,No,Medium,2,1,3,No,836.5,914,994,631,807
6292,No,Air Miles,Postcard,Medium,3,No,Medium,2,1,4,Yes,1672.5,1535,1620,1784,1751
6293,No,Cash Back,Letter,Low,1,No,Medium,1,1,3,No,915,1522,1032,803,303
6294,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,Yes,1056.75,480,1202,2101,444
6295,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1216.5,1036,451,1495,1884
6296,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,1312.75,776,1267,1934,1274
6297,No,Air Miles,Postcard,Low,1,Yes,Low,4,1,4,No,918.5,1620,935,937,182
6298,No,Air Miles,Letter,Medium,3,No,Low,3,1,5,Yes,297.25,495,157,41,496
6299,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1166.5,894,858,1454,1460
6300,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,1,No,296.25,309,319,122,435
6301,No,Cash Back,Letter,Low,2,No,High,2,1,4,No,825.5,818,942,678,864
6302,No,Points,Postcard,Medium,1,No,Medium,2,2,4,No,950.5,1802,1110,680,210
6303,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,983.25,1859,1112,537,425
6304,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,215,494,189,107,70
6305,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,997,594,1386,1359,649
6306,No,Air Miles,Postcard,Low,2,No,High,2,2,3,Yes,1054.75,677,810,1328,1404
6307,No,Cash Back,Letter,Low,1,No,Medium,3,1,4,No,849,13,1367,1310,706
6308,No,Cash Back,Postcard,High,2,Yes,Low,2,1,3,No,,,,,
6309,No,Points,Postcard,Medium,2,No,Low,2,2,3,No,1156.75,576,1084,1589,1378
6310,No,Points,Letter,Medium,1,No,High,2,2,2,Yes,1214.25,964,1375,1105,1413
6311,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,983.75,927,1572,988,448
6312,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,762.75,607,713,827,904
6313,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,1224,602,1568,1806,920
6314,No,Points,Letter,Medium,1,No,Low,3,1,2,Yes,1234.75,1162,1060,1954,763
6315,No,Points,Postcard,Medium,2,Yes,Low,2,1,3,Yes,740.25,966,504,726,765
6316,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,No,420.25,276,456,472,477
6317,No,Points,Letter,High,1,No,High,2,1,4,No,381.25,385,357,458,325
6318,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,2,No,917,1562,1108,737,261
6319,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,732.25,777,898,565,689
6320,No,Points,Postcard,High,2,No,Low,2,1,2,Yes,1021.5,1731,1387,917,51
6321,No,Points,Postcard,Low,1,No,Low,1,1,3,No,1010.25,1496,1075,965,505
6322,No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,631,566,570,802,586
6323,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,1352.5,1670,1683,1253,804
6324,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,224.5,211,443,136,108
6325,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,1074.75,1709,1466,644,480
6326,No,Air Miles,Postcard,Medium,1,No,Low,2,2,3,Yes,1161.75,99,1700,1676,1172
6327,No,Air Miles,Letter,Medium,1,No,High,1,2,4,Yes,1123,1496,915,1181,900
6328,Yes,Points,Postcard,Low,1,No,Low,1,2,5,No,854.75,1790,841,473,315
6329,No,Cash Back,Letter,Low,1,No,High,1,2,3,Yes,1037.75,1473,993,1169,516
6330,No,Air Miles,Postcard,Low,1,No,Medium,1,1,4,Yes,1067.5,193,1486,1737,854
6331,No,Points,Postcard,Low,1,No,Low,2,1,2,No,1424.5,1452,1783,1003,1460
6332,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1557.25,1392,910,2281,1646
6333,No,Cash Back,Letter,Medium,1,No,Low,1,1,5,Yes,1033.25,614,1073,1064,1382
6334,No,Cash Back,Letter,High,1,Yes,High,2,1,6,Yes,766,584,874,937,669
6335,No,Air Miles,Postcard,High,1,Yes,High,3,2,4,Yes,1156.25,1832,1496,854,443
6336,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,3,Yes,1262.5,343,1618,1475,1614
6337,No,Points,Postcard,High,2,No,Medium,3,1,3,Yes,1276.75,68,1581,1917,1541
6338,No,Points,Letter,Low,1,No,Low,3,1,6,Yes,1113.5,395,1137,1403,1519
6339,No,Points,Letter,High,1,No,High,2,2,3,No,806.25,938,914,512,861
6340,No,Cash Back,Letter,Low,1,No,Low,1,2,4,No,1018.5,498,814,1165,1597
6341,No,Points,Postcard,Medium,1,No,Low,1,1,3,No,1377,639,1224,2299,1346
6342,No,Air Miles,Postcard,Low,2,Yes,High,1,1,3,Yes,210,217,64,105,454
6343,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,Yes,158.5,61,17,166,390
6344,No,Air Miles,Letter,Low,1,No,Low,3,1,5,No,738.75,891,614,738,712
6345,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,2,No,990,389,1335,1373,863
6346,No,Points,Postcard,Low,1,No,Low,2,1,3,Yes,822,545,911,898,934
6347,No,Points,Postcard,Medium,1,No,High,3,1,2,No,1175.5,1955,1401,941,405
6348,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,921,1547,1343,581,213
6349,No,Points,Letter,Low,1,No,Low,2,1,4,Yes,988,1945,1002,553,452
6350,Yes,Cash Back,Letter,Medium,1,No,Low,2,2,6,Yes,737.5,851,880,629,590
6351,No,Cash Back,Letter,Medium,2,Yes,High,1,1,3,Yes,278.25,4,407,333,369
6352,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,640.5,784,502,748,528
6353,No,Points,Letter,Medium,1,No,Low,2,1,3,No,1126.5,365,1342,1804,995
